COP;Cycle;Step;mA;ET;TT;Brut;Volts;Date
C;01;01;   0;     0;     0;1019;1.275;Tue Feb 28 06:01:58 2017
C;01;01;   0;    10;    10;1019;1.275;Tue Feb 28 06:02:08 2017
C;01;01;   0;    20;    20;1019;1.275;Tue Feb 28 06:02:18 2017
C;01;01;   0;    30;    30;1019;1.275;Tue Feb 28 06:02:28 2017
C;01;01;   0;    40;    40;1019;1.275;Tue Feb 28 06:02:38 2017
C;01;01;   0;    50;    50;1019;1.275;Tue Feb 28 06:02:48 2017
C;01;01;   0;    60;    60;1019;1.275;Tue Feb 28 06:02:58 2017
C;01;01;   0;    70;    70;1019;1.275;Tue Feb 28 06:03:08 2017
C;01;01;   0;    80;    80;1020;1.276;Tue Feb 28 06:03:18 2017
C;01;01;   0;    90;    90;1020;1.276;Tue Feb 28 06:03:28 2017
C;01;01;   0;   100;   100;1019;1.275;Tue Feb 28 06:03:38 2017
C;01;01;   0;   110;   110;1020;1.276;Tue Feb 28 06:03:48 2017
C;01;01;   0;   120;   120;1019;1.275;Tue Feb 28 06:03:58 2017
C;01;01;   0;   130;   130;1019;1.275;Tue Feb 28 06:04:08 2017
C;01;01;   0;   140;   140;1020;1.276;Tue Feb 28 06:04:18 2017
C;01;01;   0;   150;   150;1019;1.275;Tue Feb 28 06:04:28 2017
C;01;01;   0;   160;   160;1019;1.275;Tue Feb 28 06:04:38 2017
C;01;01;   0;   180;   180;1020;1.276;Tue Feb 28 06:04:58 2017
C;01;01;   0;   190;   190;1019;1.275;Tue Feb 28 06:05:08 2017
C;01;01;   0;   200;   200;1020;1.276;Tue Feb 28 06:05:18 2017
C;01;01;   0;   210;   210;1020;1.276;Tue Feb 28 06:05:28 2017
C;01;01;   0;   220;   220;1019;1.275;Tue Feb 28 06:05:38 2017
C;01;01;   0;   230;   230;1020;1.276;Tue Feb 28 06:05:48 2017
C;01;01;   0;   240;   240;1019;1.275;Tue Feb 28 06:05:58 2017
C;01;01;   0;   250;   250;1019;1.275;Tue Feb 28 06:06:08 2017
C;01;01;   0;   260;   260;1019;1.275;Tue Feb 28 06:06:18 2017
C;01;01;   0;   270;   270;1019;1.275;Tue Feb 28 06:06:28 2017
C;01;01;   0;   280;   280;1019;1.275;Tue Feb 28 06:06:38 2017
C;01;01;   0;   300;   300;1020;1.276;Tue Feb 28 06:06:58 2017
C;01;01;   0;   310;   310;1019;1.275;Tue Feb 28 06:07:08 2017
C;01;01;   0;   320;   320;1019;1.275;Tue Feb 28 06:07:18 2017
C;01;01;   0;   330;   330;1019;1.275;Tue Feb 28 06:07:28 2017
C;01;01;   0;   340;   340;1019;1.275;Tue Feb 28 06:07:38 2017
C;01;01;   0;   350;   350;1019;1.275;Tue Feb 28 06:07:48 2017
C;01;01;   0;   360;   360;1019;1.275;Tue Feb 28 06:07:58 2017
C;01;01;   0;   370;   370;1019;1.275;Tue Feb 28 06:08:08 2017
C;01;01;   0;   380;   380;1019;1.275;Tue Feb 28 06:08:18 2017
C;01;01;   0;   390;   390;1020;1.276;Tue Feb 28 06:08:28 2017
C;01;01;   0;   400;   400;1020;1.276;Tue Feb 28 06:08:38 2017
C;01;01;   0;   420;   420;1019;1.275;Tue Feb 28 06:08:58 2017
C;01;01;   0;   430;   430;1019;1.275;Tue Feb 28 06:09:08 2017
C;01;01;   0;   440;   440;1019;1.275;Tue Feb 28 06:09:18 2017
C;01;01;   0;   450;   450;1019;1.275;Tue Feb 28 06:09:28 2017
C;01;01;   0;   460;   460;1019;1.275;Tue Feb 28 06:09:38 2017
C;01;01;   0;   470;   470;1020;1.276;Tue Feb 28 06:09:48 2017
C;01;01;   0;   480;   480;1020;1.276;Tue Feb 28 06:09:58 2017
C;01;01;   0;   490;   490;1019;1.275;Tue Feb 28 06:10:08 2017
C;01;01;   0;   500;   500;1019;1.275;Tue Feb 28 06:10:18 2017
C;01;01;   0;   510;   510;1019;1.275;Tue Feb 28 06:10:28 2017
C;01;01;   0;   520;   520;1019;1.275;Tue Feb 28 06:10:38 2017
C;01;01;   0;   540;   540;1019;1.275;Tue Feb 28 06:10:58 2017
C;01;01;   0;   550;   550;1019;1.275;Tue Feb 28 06:11:08 2017
C;01;01;   0;   560;   560;1020;1.276;Tue Feb 28 06:11:18 2017
C;01;01;   0;   570;   570;1019;1.275;Tue Feb 28 06:11:28 2017
C;01;01;   0;   580;   580;1019;1.275;Tue Feb 28 06:11:38 2017
C;01;01;   0;   590;   590;1019;1.275;Tue Feb 28 06:11:48 2017
C;01;01;   0;   600;   600;1019;1.275;Tue Feb 28 06:11:58 2017
C;01;01;   0;   610;   610;1020;1.276;Tue Feb 28 06:12:08 2017
C;01;01;   0;   620;   620;1019;1.275;Tue Feb 28 06:12:18 2017
C;01;01;   0;   630;   630;1019;1.275;Tue Feb 28 06:12:28 2017
C;01;01;   0;   640;   640;1019;1.275;Tue Feb 28 06:12:38 2017
C;01;01;   0;   650;   650;1019;1.275;Tue Feb 28 06:12:48 2017
C;01;01;   0;   660;   660;1020;1.276;Tue Feb 28 06:12:58 2017
C;01;01;   0;   670;   670;1019;1.275;Tue Feb 28 06:13:08 2017
C;01;01;   0;   680;   680;1019;1.275;Tue Feb 28 06:13:18 2017
C;01;01;   0;   690;   690;1019;1.275;Tue Feb 28 06:13:28 2017
C;01;01;   0;   700;   700;1020;1.276;Tue Feb 28 06:13:38 2017
C;01;01;   0;   710;   710;1019;1.275;Tue Feb 28 06:13:48 2017
C;01;01;   0;   720;   720;1019;1.275;Tue Feb 28 06:13:58 2017
C;01;01;   0;   730;   730;1019;1.275;Tue Feb 28 06:14:08 2017
C;01;01;   0;   740;   740;1019;1.275;Tue Feb 28 06:14:18 2017
C;01;01;   0;   750;   750;1019;1.275;Tue Feb 28 06:14:28 2017
C;01;01;   0;   760;   760;1019;1.275;Tue Feb 28 06:14:38 2017
C;01;01;   0;   770;   770;1019;1.275;Tue Feb 28 06:14:48 2017
C;01;01;   0;   780;   780;1019;1.275;Tue Feb 28 06:14:58 2017
C;01;01;   0;   790;   790;1019;1.275;Tue Feb 28 06:15:08 2017
C;01;01;   0;   800;   800;1019;1.275;Tue Feb 28 06:15:18 2017
C;01;01;   0;   810;   810;1019;1.275;Tue Feb 28 06:15:28 2017
C;01;01;   0;   820;   820;1019;1.275;Tue Feb 28 06:15:38 2017
C;01;01;   0;   830;   830;1019;1.275;Tue Feb 28 06:15:48 2017
C;01;01;   0;   840;   840;1019;1.275;Tue Feb 28 06:15:58 2017
C;01;01;   0;   850;   850;1019;1.275;Tue Feb 28 06:16:08 2017
C;01;01;   0;   860;   860;1019;1.275;Tue Feb 28 06:16:18 2017
C;01;01;   0;   870;   870;1019;1.275;Tue Feb 28 06:16:28 2017
C;01;01;   0;   880;   880;1019;1.275;Tue Feb 28 06:16:38 2017
C;01;01;   0;   890;   890;1019;1.275;Tue Feb 28 06:16:48 2017
C;01;01;   0;   900;   900;1019;1.275;Tue Feb 28 06:16:58 2017
C;01;01;   0;   910;   910;1019;1.275;Tue Feb 28 06:17:08 2017
C;01;01;   0;   920;   920;1019;1.275;Tue Feb 28 06:17:18 2017
C;01;01;   0;   930;   930;1019;1.275;Tue Feb 28 06:17:28 2017
C;01;01;   0;   940;   940;1019;1.275;Tue Feb 28 06:17:38 2017
C;01;01;   0;   950;   950;1019;1.275;Tue Feb 28 06:17:48 2017
C;01;01;   0;   960;   960;1020;1.276;Tue Feb 28 06:17:58 2017
C;01;01;   0;   970;   970;1019;1.275;Tue Feb 28 06:18:08 2017
C;01;01;   0;   980;   980;1019;1.275;Tue Feb 28 06:18:18 2017
C;01;01;   0;   990;   990;1019;1.275;Tue Feb 28 06:18:28 2017
C;01;01;   0;  1000;  1000;1019;1.275;Tue Feb 28 06:18:38 2017
C;01;01;   0;  1010;  1010;1019;1.275;Tue Feb 28 06:18:48 2017
C;01;01;   0;  1020;  1020;1020;1.276;Tue Feb 28 06:18:58 2017
C;01;01;   0;  1030;  1030;1019;1.275;Tue Feb 28 06:19:08 2017
C;01;01;   0;  1040;  1040;1019;1.275;Tue Feb 28 06:19:18 2017
C;01;01;   0;  1050;  1050;1019;1.275;Tue Feb 28 06:19:28 2017
C;01;01;   0;  1060;  1060;1019;1.275;Tue Feb 28 06:19:38 2017
C;01;01;   0;  1070;  1070;1019;1.275;Tue Feb 28 06:19:48 2017
C;01;01;   0;  1080;  1080;1020;1.276;Tue Feb 28 06:19:58 2017
C;01;01;   0;  1090;  1090;1019;1.275;Tue Feb 28 06:20:08 2017
C;01;01;   0;  1100;  1100;1019;1.275;Tue Feb 28 06:20:18 2017
C;01;01;   0;  1110;  1110;1020;1.276;Tue Feb 28 06:20:28 2017
C;01;01;   0;  1120;  1120;1019;1.275;Tue Feb 28 06:20:38 2017
C;01;01;   0;  1130;  1130;1019;1.275;Tue Feb 28 06:20:48 2017
C;01;01;   0;  1140;  1140;1019;1.275;Tue Feb 28 06:20:58 2017
C;01;01;   0;  1150;  1150;1019;1.275;Tue Feb 28 06:21:08 2017
C;01;01;   0;  1160;  1160;1019;1.275;Tue Feb 28 06:21:18 2017
C;01;01;   0;  1170;  1170;1019;1.275;Tue Feb 28 06:21:28 2017
C;01;01;   0;  1180;  1180;1019;1.275;Tue Feb 28 06:21:38 2017
C;01;01;   0;  1190;  1190;1020;1.276;Tue Feb 28 06:21:48 2017
C;01;01;   0;  1200;  1200;1020;1.276;Tue Feb 28 06:21:58 2017
C;01;01;   0;  1210;  1210;1019;1.275;Tue Feb 28 06:22:08 2017
C;01;01;   0;  1220;  1220;1019;1.275;Tue Feb 28 06:22:18 2017
C;01;01;   0;  1230;  1230;1019;1.275;Tue Feb 28 06:22:28 2017
C;01;01;   0;  1240;  1240;1019;1.275;Tue Feb 28 06:22:38 2017
C;01;01;   0;  1250;  1250;1020;1.276;Tue Feb 28 06:22:48 2017
C;01;01;   0;  1260;  1260;1019;1.275;Tue Feb 28 06:22:58 2017
C;01;01;   0;  1270;  1270;1019;1.275;Tue Feb 28 06:23:08 2017
C;01;01;   0;  1280;  1280;1019;1.275;Tue Feb 28 06:23:18 2017
C;01;01;   0;  1290;  1290;1019;1.275;Tue Feb 28 06:23:28 2017
C;01;01;   0;  1310;  1310;1019;1.275;Tue Feb 28 06:23:48 2017
C;01;01;   0;  1320;  1320;1019;1.275;Tue Feb 28 06:23:58 2017
C;01;01;   0;  1330;  1330;1019;1.275;Tue Feb 28 06:24:08 2017
C;01;01;   0;  1340;  1340;1019;1.275;Tue Feb 28 06:24:18 2017
C;01;01;   0;  1350;  1350;1019;1.275;Tue Feb 28 06:24:28 2017
C;01;01;   0;  1360;  1360;1019;1.275;Tue Feb 28 06:24:38 2017
C;01;01;   0;  1370;  1370;1019;1.275;Tue Feb 28 06:24:48 2017
C;01;01;   0;  1380;  1380;1019;1.275;Tue Feb 28 06:24:58 2017
C;01;01;   0;  1390;  1390;1020;1.276;Tue Feb 28 06:25:08 2017
C;01;01;   0;  1400;  1400;1019;1.275;Tue Feb 28 06:25:18 2017
C;01;01;   0;  1410;  1410;1019;1.275;Tue Feb 28 06:25:28 2017
C;01;01;   0;  1430;  1430;1019;1.275;Tue Feb 28 06:25:48 2017
C;01;01;   0;  1440;  1440;1019;1.275;Tue Feb 28 06:25:58 2017
C;01;01;   0;  1450;  1450;1019;1.275;Tue Feb 28 06:26:08 2017
C;01;01;   0;  1460;  1460;1019;1.275;Tue Feb 28 06:26:18 2017
C;01;01;   0;  1470;  1470;1019;1.275;Tue Feb 28 06:26:28 2017
C;01;01;   0;  1480;  1480;1019;1.275;Tue Feb 28 06:26:38 2017
C;01;01;   0;  1490;  1490;1019;1.275;Tue Feb 28 06:26:48 2017
C;01;01;   0;  1500;  1500;1018;1.274;Tue Feb 28 06:26:58 2017
C;01;01;   0;  1510;  1510;1019;1.275;Tue Feb 28 06:27:08 2017
C;01;01;   0;  1520;  1520;1019;1.275;Tue Feb 28 06:27:18 2017
C;01;01;   0;  1530;  1530;1019;1.275;Tue Feb 28 06:27:28 2017
C;01;01;   0;  1550;  1550;1019;1.275;Tue Feb 28 06:27:48 2017
C;01;01;   0;  1560;  1560;1019;1.275;Tue Feb 28 06:27:58 2017
C;01;01;   0;  1570;  1570;1020;1.276;Tue Feb 28 06:28:08 2017
C;01;01;   0;  1580;  1580;1018;1.274;Tue Feb 28 06:28:18 2017
C;01;01;   0;  1590;  1590;1019;1.275;Tue Feb 28 06:28:28 2017
C;01;01;   0;  1600;  1600;1019;1.275;Tue Feb 28 06:28:38 2017
C;01;01;   0;  1610;  1610;1020;1.276;Tue Feb 28 06:28:48 2017
C;01;01;   0;  1620;  1620;1019;1.275;Tue Feb 28 06:28:58 2017
C;01;01;   0;  1630;  1630;1019;1.275;Tue Feb 28 06:29:08 2017
C;01;01;   0;  1640;  1640;1019;1.275;Tue Feb 28 06:29:18 2017
C;01;01;   0;  1650;  1650;1019;1.275;Tue Feb 28 06:29:28 2017
C;01;01;   0;  1670;  1670;1020;1.276;Tue Feb 28 06:29:48 2017
C;01;01;   0;  1680;  1680;1019;1.275;Tue Feb 28 06:29:58 2017
C;01;01;   0;  1690;  1690;1019;1.275;Tue Feb 28 06:30:08 2017
C;01;01;   0;  1700;  1700;1019;1.275;Tue Feb 28 06:30:18 2017
C;01;01;   0;  1710;  1710;1020;1.276;Tue Feb 28 06:30:28 2017
C;01;01;   0;  1720;  1720;1019;1.275;Tue Feb 28 06:30:38 2017
C;01;01;   0;  1730;  1730;1019;1.275;Tue Feb 28 06:30:48 2017
C;01;01;   0;  1740;  1740;1019;1.275;Tue Feb 28 06:30:58 2017
C;01;01;   0;  1750;  1750;1019;1.275;Tue Feb 28 06:31:08 2017
C;01;01;   0;  1760;  1760;1020;1.276;Tue Feb 28 06:31:18 2017
C;01;01;   0;  1770;  1770;1019;1.275;Tue Feb 28 06:31:28 2017
C;01;01;   0;  1790;  1790;1019;1.275;Tue Feb 28 06:31:48 2017
C;01;01;   0;  1800;  1800;1019;1.275;Tue Feb 28 06:31:58 2017
C;01;02; 100;  1810;  1810;1063;1.330;Tue Feb 28 06:32:08 2017
C;01;02; 100;  1820;  1820;1066;1.333;Tue Feb 28 06:32:18 2017
C;01;02; 100;  1830;  1830;1066;1.333;Tue Feb 28 06:32:28 2017
C;01;02; 100;  1840;  1840;1068;1.336;Tue Feb 28 06:32:38 2017
C;01;02; 100;  1850;  1850;1069;1.337;Tue Feb 28 06:32:48 2017
C;01;02; 100;  1860;  1860;1069;1.337;Tue Feb 28 06:32:58 2017
C;01;02; 100;  1870;  1870;1070;1.338;Tue Feb 28 06:33:08 2017
C;01;02; 100;  1880;  1880;1070;1.338;Tue Feb 28 06:33:18 2017
C;01;02; 100;  1890;  1890;1071;1.340;Tue Feb 28 06:33:28 2017
C;01;02; 100;  1900;  1900;1072;1.341;Tue Feb 28 06:33:38 2017
C;01;02; 100;  1910;  1910;1072;1.341;Tue Feb 28 06:33:48 2017
C;01;02; 100;  1920;  1920;1072;1.341;Tue Feb 28 06:33:58 2017
C;01;02; 100;  1930;  1930;1074;1.343;Tue Feb 28 06:34:08 2017
C;01;02; 100;  1940;  1940;1074;1.343;Tue Feb 28 06:34:18 2017
C;01;02; 100;  1950;  1950;1073;1.342;Tue Feb 28 06:34:28 2017
C;01;02; 100;  1960;  1960;1073;1.342;Tue Feb 28 06:34:38 2017
C;01;02; 100;  1970;  1970;1075;1.345;Tue Feb 28 06:34:48 2017
C;01;02; 100;  1980;  1980;1074;1.343;Tue Feb 28 06:34:58 2017
C;01;02; 100;  1990;  1990;1074;1.343;Tue Feb 28 06:35:08 2017
C;01;02; 100;  2000;  2000;1075;1.345;Tue Feb 28 06:35:18 2017
C;01;02; 100;  2010;  2010;1077;1.347;Tue Feb 28 06:35:28 2017
C;01;02; 100;  2020;  2020;1077;1.347;Tue Feb 28 06:35:38 2017
C;01;02; 100;  2030;  2030;1076;1.346;Tue Feb 28 06:35:48 2017
C;01;02; 100;  2040;  2040;1077;1.347;Tue Feb 28 06:35:58 2017
C;01;02; 100;  2050;  2050;1078;1.348;Tue Feb 28 06:36:08 2017
C;01;02; 100;  2060;  2060;1076;1.346;Tue Feb 28 06:36:18 2017
C;01;02; 100;  2070;  2070;1080;1.351;Tue Feb 28 06:36:28 2017
C;01;02; 100;  2080;  2080;1078;1.348;Tue Feb 28 06:36:38 2017
C;01;02; 100;  2090;  2090;1079;1.349;Tue Feb 28 06:36:48 2017
C;01;02; 100;  2100;  2100;1079;1.349;Tue Feb 28 06:36:58 2017
C;01;02; 100;  2110;  2110;1079;1.349;Tue Feb 28 06:37:08 2017
C;01;02; 100;  2120;  2120;1082;1.353;Tue Feb 28 06:37:18 2017
C;01;02; 100;  2130;  2130;1080;1.351;Tue Feb 28 06:37:28 2017
C;01;02; 100;  2140;  2140;1079;1.349;Tue Feb 28 06:37:38 2017
C;01;02; 100;  2150;  2150;1078;1.348;Tue Feb 28 06:37:48 2017
C;01;02; 100;  2160;  2160;1080;1.351;Tue Feb 28 06:37:58 2017
C;01;02; 100;  2170;  2170;1080;1.351;Tue Feb 28 06:38:08 2017
C;01;02; 100;  2180;  2180;1080;1.351;Tue Feb 28 06:38:18 2017
C;01;02; 100;  2190;  2190;1082;1.353;Tue Feb 28 06:38:28 2017
C;01;02; 100;  2200;  2200;1082;1.353;Tue Feb 28 06:38:38 2017
C;01;02; 100;  2210;  2210;1082;1.353;Tue Feb 28 06:38:48 2017
C;01;02; 100;  2220;  2220;1081;1.352;Tue Feb 28 06:38:58 2017
C;01;02; 100;  2230;  2230;1082;1.353;Tue Feb 28 06:39:08 2017
C;01;02; 100;  2240;  2240;1082;1.353;Tue Feb 28 06:39:18 2017
C;01;02; 100;  2250;  2250;1083;1.354;Tue Feb 28 06:39:28 2017
C;01;02; 100;  2260;  2260;1084;1.356;Tue Feb 28 06:39:38 2017
C;01;02; 100;  2270;  2270;1083;1.354;Tue Feb 28 06:39:48 2017
C;01;02; 100;  2280;  2280;1081;1.352;Tue Feb 28 06:39:58 2017
C;01;02; 100;  2290;  2290;1083;1.354;Tue Feb 28 06:40:08 2017
C;01;02; 100;  2300;  2300;1082;1.353;Tue Feb 28 06:40:18 2017
C;01;02; 100;  2310;  2310;1084;1.356;Tue Feb 28 06:40:28 2017
C;01;02; 100;  2320;  2320;1084;1.356;Tue Feb 28 06:40:38 2017
C;01;02; 100;  2330;  2330;1083;1.354;Tue Feb 28 06:40:48 2017
C;01;02; 100;  2340;  2340;1084;1.356;Tue Feb 28 06:40:58 2017
C;01;02; 100;  2350;  2350;1083;1.354;Tue Feb 28 06:41:08 2017
C;01;02; 100;  2360;  2360;1083;1.354;Tue Feb 28 06:41:18 2017
C;01;02; 100;  2370;  2370;1084;1.356;Tue Feb 28 06:41:28 2017
C;01;02; 100;  2380;  2380;1084;1.356;Tue Feb 28 06:41:38 2017
C;01;02; 100;  2390;  2390;1084;1.356;Tue Feb 28 06:41:48 2017
C;01;02; 100;  2400;  2400;1084;1.356;Tue Feb 28 06:41:58 2017
C;01;02; 100;  2410;  2410;1085;1.357;Tue Feb 28 06:42:08 2017
C;01;02; 100;  2420;  2420;1085;1.357;Tue Feb 28 06:42:18 2017
C;01;02; 100;  2430;  2430;1084;1.356;Tue Feb 28 06:42:28 2017
C;01;02; 100;  2440;  2440;1086;1.358;Tue Feb 28 06:42:38 2017
C;01;02; 100;  2450;  2450;1084;1.356;Tue Feb 28 06:42:48 2017
C;01;02; 100;  2460;  2460;1085;1.357;Tue Feb 28 06:42:58 2017
C;01;02; 100;  2470;  2470;1084;1.356;Tue Feb 28 06:43:08 2017
C;01;02; 100;  2480;  2480;1085;1.357;Tue Feb 28 06:43:18 2017
C;01;02; 100;  2490;  2490;1085;1.357;Tue Feb 28 06:43:28 2017
C;01;02; 100;  2500;  2500;1086;1.358;Tue Feb 28 06:43:38 2017
C;01;02; 100;  2510;  2510;1086;1.358;Tue Feb 28 06:43:48 2017
C;01;02; 100;  2520;  2520;1086;1.358;Tue Feb 28 06:43:58 2017
C;01;02; 100;  2530;  2530;1086;1.358;Tue Feb 28 06:44:08 2017
C;01;02; 100;  2540;  2540;1086;1.358;Tue Feb 28 06:44:18 2017
C;01;02; 100;  2560;  2560;1088;1.361;Tue Feb 28 06:44:38 2017
C;01;02; 100;  2570;  2570;1087;1.359;Tue Feb 28 06:44:48 2017
C;01;02; 100;  2580;  2580;1086;1.358;Tue Feb 28 06:44:58 2017
C;01;02; 100;  2590;  2590;1086;1.358;Tue Feb 28 06:45:08 2017
C;01;02; 100;  2600;  2600;1087;1.359;Tue Feb 28 06:45:18 2017
C;01;02; 100;  2610;  2610;1087;1.359;Tue Feb 28 06:45:28 2017
C;01;02; 100;  2620;  2620;1088;1.361;Tue Feb 28 06:45:38 2017
C;01;02; 100;  2630;  2630;1087;1.359;Tue Feb 28 06:45:48 2017
C;01;02; 100;  2640;  2640;1087;1.359;Tue Feb 28 06:45:58 2017
C;01;02; 100;  2650;  2650;1088;1.361;Tue Feb 28 06:46:08 2017
C;01;02; 100;  2660;  2660;1087;1.359;Tue Feb 28 06:46:18 2017
C;01;02; 100;  2680;  2680;1089;1.362;Tue Feb 28 06:46:38 2017
C;01;02; 100;  2690;  2690;1089;1.362;Tue Feb 28 06:46:48 2017
C;01;02; 100;  2700;  2700;1089;1.362;Tue Feb 28 06:46:58 2017
C;01;02; 100;  2710;  2710;1088;1.361;Tue Feb 28 06:47:08 2017
C;01;02; 100;  2720;  2720;1088;1.361;Tue Feb 28 06:47:18 2017
C;01;02; 100;  2730;  2730;1089;1.362;Tue Feb 28 06:47:28 2017
C;01;02; 100;  2740;  2740;1089;1.362;Tue Feb 28 06:47:38 2017
C;01;02; 100;  2750;  2750;1088;1.361;Tue Feb 28 06:47:48 2017
C;01;02; 100;  2760;  2760;1088;1.361;Tue Feb 28 06:47:58 2017
C;01;02; 100;  2770;  2770;1090;1.363;Tue Feb 28 06:48:08 2017
C;01;02; 100;  2780;  2780;1087;1.359;Tue Feb 28 06:48:18 2017
C;01;02; 100;  2800;  2800;1088;1.361;Tue Feb 28 06:48:38 2017
C;01;02; 100;  2810;  2810;1089;1.362;Tue Feb 28 06:48:48 2017
C;01;02; 100;  2820;  2820;1088;1.361;Tue Feb 28 06:48:58 2017
C;01;02; 100;  2830;  2830;1088;1.361;Tue Feb 28 06:49:08 2017
C;01;02; 100;  2840;  2840;1089;1.362;Tue Feb 28 06:49:18 2017
C;01;02; 100;  2850;  2850;1089;1.362;Tue Feb 28 06:49:28 2017
C;01;02; 100;  2860;  2860;1090;1.363;Tue Feb 28 06:49:38 2017
C;01;02; 100;  2870;  2870;1090;1.363;Tue Feb 28 06:49:48 2017
C;01;02; 100;  2880;  2880;1089;1.362;Tue Feb 28 06:49:58 2017
C;01;02; 100;  2890;  2890;1090;1.363;Tue Feb 28 06:50:08 2017
C;01;02; 100;  2900;  2900;1089;1.362;Tue Feb 28 06:50:18 2017
C;01;02; 100;  2920;  2920;1091;1.364;Tue Feb 28 06:50:38 2017
C;01;02; 100;  2930;  2930;1089;1.362;Tue Feb 28 06:50:48 2017
C;01;02; 100;  2940;  2940;1089;1.362;Tue Feb 28 06:50:58 2017
C;01;02; 100;  2950;  2950;1091;1.364;Tue Feb 28 06:51:08 2017
C;01;02; 100;  2960;  2960;1092;1.366;Tue Feb 28 06:51:18 2017
C;01;02; 100;  2970;  2970;1089;1.362;Tue Feb 28 06:51:28 2017
C;01;02; 100;  2980;  2980;1090;1.363;Tue Feb 28 06:51:38 2017
C;01;02; 100;  2990;  2990;1090;1.363;Tue Feb 28 06:51:48 2017
C;01;02; 100;  3000;  3000;1090;1.363;Tue Feb 28 06:51:58 2017
C;01;02; 100;  3010;  3010;1092;1.366;Tue Feb 28 06:52:08 2017
C;01;02; 100;  3020;  3020;1090;1.363;Tue Feb 28 06:52:18 2017
C;01;02; 100;  3030;  3030;1092;1.366;Tue Feb 28 06:52:28 2017
C;01;02; 100;  3040;  3040;1091;1.364;Tue Feb 28 06:52:38 2017
C;01;02; 100;  3050;  3050;1090;1.363;Tue Feb 28 06:52:48 2017
C;01;02; 100;  3060;  3060;1090;1.363;Tue Feb 28 06:52:58 2017
C;01;02; 100;  3070;  3070;1092;1.366;Tue Feb 28 06:53:08 2017
C;01;02; 100;  3080;  3080;1093;1.367;Tue Feb 28 06:53:18 2017
C;01;02; 100;  3090;  3090;1092;1.366;Tue Feb 28 06:53:28 2017
C;01;02; 100;  3100;  3100;1091;1.364;Tue Feb 28 06:53:38 2017
C;01;02; 100;  3110;  3110;1091;1.364;Tue Feb 28 06:53:48 2017
C;01;02; 100;  3120;  3120;1092;1.366;Tue Feb 28 06:53:58 2017
C;01;02; 100;  3130;  3130;1090;1.363;Tue Feb 28 06:54:08 2017
C;01;02; 100;  3140;  3140;1093;1.367;Tue Feb 28 06:54:18 2017
C;01;02; 100;  3150;  3150;1093;1.367;Tue Feb 28 06:54:28 2017
C;01;02; 100;  3160;  3160;1091;1.364;Tue Feb 28 06:54:38 2017
C;01;02; 100;  3170;  3170;1093;1.367;Tue Feb 28 06:54:48 2017
C;01;02; 100;  3180;  3180;1093;1.367;Tue Feb 28 06:54:58 2017
C;01;02; 100;  3190;  3190;1092;1.366;Tue Feb 28 06:55:08 2017
C;01;02; 100;  3200;  3200;1091;1.364;Tue Feb 28 06:55:18 2017
C;01;02; 100;  3210;  3210;1092;1.366;Tue Feb 28 06:55:28 2017
C;01;02; 100;  3220;  3220;1092;1.366;Tue Feb 28 06:55:38 2017
C;01;02; 100;  3230;  3230;1093;1.367;Tue Feb 28 06:55:48 2017
C;01;02; 100;  3240;  3240;1094;1.368;Tue Feb 28 06:55:58 2017
C;01;02; 100;  3250;  3250;1092;1.366;Tue Feb 28 06:56:08 2017
C;01;02; 100;  3260;  3260;1093;1.367;Tue Feb 28 06:56:18 2017
C;01;02; 100;  3270;  3270;1094;1.368;Tue Feb 28 06:56:28 2017
C;01;02; 100;  3280;  3280;1094;1.368;Tue Feb 28 06:56:38 2017
C;01;02; 100;  3290;  3290;1094;1.368;Tue Feb 28 06:56:48 2017
C;01;02; 100;  3300;  3300;1095;1.369;Tue Feb 28 06:56:58 2017
C;01;02; 100;  3310;  3310;1094;1.368;Tue Feb 28 06:57:08 2017
C;01;02; 100;  3320;  3320;1091;1.364;Tue Feb 28 06:57:18 2017
C;01;02; 100;  3330;  3330;1094;1.368;Tue Feb 28 06:57:28 2017
C;01;02; 100;  3340;  3340;1094;1.368;Tue Feb 28 06:57:38 2017
C;01;02; 100;  3350;  3350;1095;1.369;Tue Feb 28 06:57:48 2017
C;01;02; 100;  3360;  3360;1093;1.367;Tue Feb 28 06:57:58 2017
C;01;02; 100;  3370;  3370;1093;1.367;Tue Feb 28 06:58:08 2017
C;01;02; 100;  3380;  3380;1092;1.366;Tue Feb 28 06:58:18 2017
C;01;02; 100;  3390;  3390;1093;1.367;Tue Feb 28 06:58:28 2017
C;01;02; 100;  3400;  3400;1093;1.367;Tue Feb 28 06:58:38 2017
C;01;02; 100;  3410;  3410;1095;1.369;Tue Feb 28 06:58:48 2017
C;01;02; 100;  3420;  3420;1095;1.369;Tue Feb 28 06:58:58 2017
C;01;02; 100;  3430;  3430;1095;1.369;Tue Feb 28 06:59:08 2017
C;01;02; 100;  3440;  3440;1094;1.368;Tue Feb 28 06:59:18 2017
C;01;02; 100;  3450;  3450;1093;1.367;Tue Feb 28 06:59:28 2017
C;01;02; 100;  3460;  3460;1093;1.367;Tue Feb 28 06:59:38 2017
C;01;02; 100;  3470;  3470;1097;1.372;Tue Feb 28 06:59:48 2017
C;01;02; 100;  3480;  3480;1097;1.372;Tue Feb 28 06:59:58 2017
C;01;02; 100;  3490;  3490;1095;1.369;Tue Feb 28 07:00:08 2017
