COP;Cycle;Step;mA;ET;TT;Brut;Volts;Date
D;01;38; 200; 17440; 17440;971;1.215;Tue Feb 28 10:52:38 2017
D;01;38; 200; 17450; 17450;973;1.217;Tue Feb 28 10:52:48 2017
D;01;38; 200; 17460; 17460;971;1.215;Tue Feb 28 10:52:58 2017
D;01;38; 200; 17470; 17470;973;1.217;Tue Feb 28 10:53:08 2017
D;01;38; 200; 17480; 17480;972;1.216;Tue Feb 28 10:53:18 2017
D;01;38; 200; 17490; 17490;972;1.216;Tue Feb 28 10:53:28 2017
D;01;38; 200; 17500; 17500;971;1.215;Tue Feb 28 10:53:38 2017
D;01;38; 200; 17510; 17510;971;1.215;Tue Feb 28 10:53:48 2017
D;01;38; 200; 17530; 17530;971;1.215;Tue Feb 28 10:54:08 2017
D;01;38; 200; 17540; 17540;971;1.215;Tue Feb 28 10:54:18 2017
D;01;38; 200; 17550; 17550;970;1.214;Tue Feb 28 10:54:28 2017
D;01;38; 200; 17560; 17560;970;1.214;Tue Feb 28 10:54:38 2017
D;01;38; 200; 17570; 17570;971;1.215;Tue Feb 28 10:54:48 2017
D;01;38; 200; 17580; 17580;971;1.215;Tue Feb 28 10:54:58 2017
D;01;38; 200; 17590; 17590;971;1.215;Tue Feb 28 10:55:08 2017
D;01;38; 200; 17600; 17600;970;1.214;Tue Feb 28 10:55:18 2017
D;01;38; 200; 17610; 17610;970;1.214;Tue Feb 28 10:55:28 2017
D;01;38; 200; 17620; 17620;971;1.215;Tue Feb 28 10:55:38 2017
D;01;38; 200; 17630; 17630;970;1.214;Tue Feb 28 10:55:48 2017
D;01;38; 200; 17650; 17650;970;1.214;Tue Feb 28 10:56:08 2017
D;01;38; 200; 17660; 17660;969;1.213;Tue Feb 28 10:56:18 2017
D;01;38; 200; 17670; 17670;969;1.213;Tue Feb 28 10:56:28 2017
D;01;38; 200; 17680; 17680;970;1.214;Tue Feb 28 10:56:38 2017
D;01;38; 200; 17690; 17690;971;1.215;Tue Feb 28 10:56:48 2017
D;01;38; 200; 17700; 17700;969;1.213;Tue Feb 28 10:56:58 2017
D;01;38; 200; 17710; 17710;969;1.213;Tue Feb 28 10:57:08 2017
D;01;38; 200; 17720; 17720;969;1.213;Tue Feb 28 10:57:18 2017
D;01;38; 200; 17730; 17730;968;1.211;Tue Feb 28 10:57:28 2017
D;01;38; 200; 17740; 17740;969;1.213;Tue Feb 28 10:57:38 2017
D;01;38; 200; 17750; 17750;969;1.213;Tue Feb 28 10:57:48 2017
D;01;38; 200; 17770; 17770;968;1.211;Tue Feb 28 10:58:08 2017
D;01;38; 200; 17780; 17780;969;1.213;Tue Feb 28 10:58:18 2017
D;01;38; 200; 17790; 17790;968;1.211;Tue Feb 28 10:58:28 2017
D;01;38; 200; 17800; 17800;969;1.213;Tue Feb 28 10:58:38 2017
D;01;38; 200; 17810; 17810;969;1.213;Tue Feb 28 10:58:48 2017
D;01;38; 200; 17820; 17820;968;1.211;Tue Feb 28 10:58:58 2017
D;01;38; 200; 17830; 17830;969;1.213;Tue Feb 28 10:59:08 2017
D;01;38; 200; 17840; 17840;969;1.213;Tue Feb 28 10:59:18 2017
D;01;38; 200; 17850; 17850;968;1.211;Tue Feb 28 10:59:28 2017
D;01;38; 200; 17860; 17860;968;1.211;Tue Feb 28 10:59:38 2017
D;01;38; 200; 17870; 17870;967;1.210;Tue Feb 28 10:59:48 2017
D;01;38; 200; 17880; 17880;968;1.211;Tue Feb 28 10:59:58 2017
D;01;38; 200; 17890; 17890;969;1.213;Tue Feb 28 11:00:08 2017
D;01;38; 200; 17900; 17900;968;1.211;Tue Feb 28 11:00:18 2017
D;01;38; 200; 17910; 17910;967;1.210;Tue Feb 28 11:00:28 2017
D;01;38; 200; 17920; 17920;968;1.211;Tue Feb 28 11:00:38 2017
D;01;38; 200; 17930; 17930;968;1.211;Tue Feb 28 11:00:48 2017
D;01;38; 200; 17940; 17940;966;1.209;Tue Feb 28 11:00:58 2017
D;01;38; 200; 17950; 17950;967;1.210;Tue Feb 28 11:01:08 2017
D;01;38; 200; 17960; 17960;967;1.210;Tue Feb 28 11:01:18 2017
D;01;38; 200; 17970; 17970;967;1.210;Tue Feb 28 11:01:28 2017
D;01;38; 200; 17980; 17980;967;1.210;Tue Feb 28 11:01:38 2017
D;01;38; 200; 17990; 17990;967;1.210;Tue Feb 28 11:01:48 2017
D;01;38; 200; 18000; 18000;966;1.209;Tue Feb 28 11:01:58 2017
D;01;38; 200; 18010; 18010;966;1.209;Tue Feb 28 11:02:08 2017
D;01;38; 200; 18020; 18020;967;1.210;Tue Feb 28 11:02:18 2017
D;01;38; 200; 18030; 18030;966;1.209;Tue Feb 28 11:02:28 2017
D;01;38; 200; 18040; 18040;967;1.210;Tue Feb 28 11:02:38 2017
D;01;38; 200; 18050; 18050;966;1.209;Tue Feb 28 11:02:48 2017
D;01;38; 200; 18060; 18060;965;1.208;Tue Feb 28 11:02:58 2017
D;01;38; 200; 18070; 18070;966;1.209;Tue Feb 28 11:03:08 2017
D;01;38; 200; 18080; 18080;966;1.209;Tue Feb 28 11:03:18 2017
D;01;38; 200; 18090; 18090;966;1.209;Tue Feb 28 11:03:28 2017
D;01;38; 200; 18100; 18100;966;1.209;Tue Feb 28 11:03:38 2017
D;01;38; 200; 18110; 18110;965;1.208;Tue Feb 28 11:03:48 2017
D;01;38; 200; 18120; 18120;964;1.206;Tue Feb 28 11:03:58 2017
D;01;38; 200; 18130; 18130;965;1.208;Tue Feb 28 11:04:08 2017
D;01;38; 200; 18140; 18140;965;1.208;Tue Feb 28 11:04:18 2017
D;01;38; 200; 18150; 18150;965;1.208;Tue Feb 28 11:04:28 2017
D;01;38; 200; 18160; 18160;966;1.209;Tue Feb 28 11:04:38 2017
D;01;38; 200; 18170; 18170;965;1.208;Tue Feb 28 11:04:48 2017
D;01;38; 200; 18180; 18180;966;1.209;Tue Feb 28 11:04:58 2017
D;01;38; 200; 18190; 18190;964;1.206;Tue Feb 28 11:05:08 2017
D;01;38; 200; 18200; 18200;965;1.208;Tue Feb 28 11:05:18 2017
D;01;38; 200; 18210; 18210;965;1.208;Tue Feb 28 11:05:28 2017
D;01;38; 200; 18220; 18220;964;1.206;Tue Feb 28 11:05:38 2017
D;01;38; 200; 18230; 18230;963;1.205;Tue Feb 28 11:05:48 2017
D;01;38; 200; 18240; 18240;964;1.206;Tue Feb 28 11:05:58 2017
D;01;38; 200; 18250; 18250;964;1.206;Tue Feb 28 11:06:08 2017
D;01;38; 200; 18260; 18260;964;1.206;Tue Feb 28 11:06:18 2017
D;01;38; 200; 18270; 18270;964;1.206;Tue Feb 28 11:06:28 2017
D;01;38; 200; 18280; 18280;964;1.206;Tue Feb 28 11:06:38 2017
D;01;38; 200; 18290; 18290;962;1.204;Tue Feb 28 11:06:48 2017
D;01;38; 200; 18300; 18300;964;1.206;Tue Feb 28 11:06:58 2017
D;01;38; 200; 18310; 18310;964;1.206;Tue Feb 28 11:07:08 2017
D;01;38; 200; 18320; 18320;963;1.205;Tue Feb 28 11:07:18 2017
D;01;38; 200; 18340; 18340;963;1.205;Tue Feb 28 11:07:38 2017
D;01;38; 200; 18350; 18350;964;1.206;Tue Feb 28 11:07:48 2017
D;01;38; 200; 18360; 18360;963;1.205;Tue Feb 28 11:07:58 2017
D;01;38; 200; 18370; 18370;962;1.204;Tue Feb 28 11:08:08 2017
D;01;38; 200; 18380; 18380;964;1.206;Tue Feb 28 11:08:18 2017
D;01;38; 200; 18390; 18390;962;1.204;Tue Feb 28 11:08:28 2017
D;01;38; 200; 18400; 18400;963;1.205;Tue Feb 28 11:08:38 2017
D;01;38; 200; 18410; 18410;962;1.204;Tue Feb 28 11:08:48 2017
D;01;38; 200; 18420; 18420;963;1.205;Tue Feb 28 11:08:58 2017
D;01;38; 200; 18430; 18430;963;1.205;Tue Feb 28 11:09:08 2017
D;01;38; 200; 18440; 18440;961;1.203;Tue Feb 28 11:09:18 2017
D;01;38; 200; 18460; 18460;962;1.204;Tue Feb 28 11:09:38 2017
D;01;38; 200; 18470; 18470;963;1.205;Tue Feb 28 11:09:48 2017
D;01;38; 200; 18480; 18480;962;1.204;Tue Feb 28 11:09:58 2017
D;01;38; 200; 18490; 18490;962;1.204;Tue Feb 28 11:10:08 2017
D;01;38; 200; 18500; 18500;962;1.204;Tue Feb 28 11:10:18 2017
D;01;38; 200; 18510; 18510;962;1.204;Tue Feb 28 11:10:28 2017
D;01;38; 200; 18520; 18520;961;1.203;Tue Feb 28 11:10:38 2017
D;01;38; 200; 18530; 18530;962;1.204;Tue Feb 28 11:10:48 2017
D;01;38; 200; 18540; 18540;962;1.204;Tue Feb 28 11:10:58 2017
D;01;38; 200; 18550; 18550;961;1.203;Tue Feb 28 11:11:08 2017
D;01;38; 200; 18560; 18560;962;1.204;Tue Feb 28 11:11:18 2017
D;01;38; 200; 18570; 18570;962;1.204;Tue Feb 28 11:11:28 2017
D;01;38; 200; 18580; 18580;962;1.204;Tue Feb 28 11:11:38 2017
D;01;38; 200; 18590; 18590;962;1.204;Tue Feb 28 11:11:48 2017
D;01;38; 200; 18600; 18600;960;1.201;Tue Feb 28 11:11:58 2017
D;01;38; 200; 18610; 18610;962;1.204;Tue Feb 28 11:12:08 2017
D;01;38; 200; 18620; 18620;960;1.201;Tue Feb 28 11:12:18 2017
D;01;38; 200; 18630; 18630;961;1.203;Tue Feb 28 11:12:28 2017
D;01;38; 200; 18640; 18640;962;1.204;Tue Feb 28 11:12:38 2017
D;01;38; 200; 18650; 18650;961;1.203;Tue Feb 28 11:12:48 2017
D;01;38; 200; 18660; 18660;961;1.203;Tue Feb 28 11:12:58 2017
D;01;38; 200; 18670; 18670;961;1.203;Tue Feb 28 11:13:08 2017
D;01;38; 200; 18680; 18680;962;1.204;Tue Feb 28 11:13:18 2017
D;01;38; 200; 18690; 18690;960;1.201;Tue Feb 28 11:13:28 2017
D;01;38; 200; 18700; 18700;961;1.203;Tue Feb 28 11:13:38 2017
D;01;38; 200; 18710; 18710;961;1.203;Tue Feb 28 11:13:48 2017
D;01;38; 200; 18720; 18720;961;1.203;Tue Feb 28 11:13:58 2017
D;01;38; 200; 18730; 18730;961;1.203;Tue Feb 28 11:14:08 2017
D;01;38; 200; 18740; 18740;960;1.201;Tue Feb 28 11:14:18 2017
D;01;38; 200; 18750; 18750;960;1.201;Tue Feb 28 11:14:28 2017
D;01;38; 200; 18760; 18760;961;1.203;Tue Feb 28 11:14:38 2017
D;01;38; 200; 18770; 18770;961;1.203;Tue Feb 28 11:14:48 2017
D;01;38; 200; 18780; 18780;961;1.203;Tue Feb 28 11:14:58 2017
D;01;38; 200; 18790; 18790;960;1.201;Tue Feb 28 11:15:08 2017
D;01;38; 200; 18800; 18800;961;1.203;Tue Feb 28 11:15:18 2017
D;01;38; 200; 18810; 18810;961;1.203;Tue Feb 28 11:15:28 2017
D;01;38; 200; 18820; 18820;961;1.203;Tue Feb 28 11:15:38 2017
D;01;38; 200; 18830; 18830;960;1.201;Tue Feb 28 11:15:48 2017
D;01;38; 200; 18840; 18840;960;1.201;Tue Feb 28 11:15:58 2017
D;01;38; 200; 18850; 18850;960;1.201;Tue Feb 28 11:16:08 2017
D;01;38; 200; 18860; 18860;960;1.201;Tue Feb 28 11:16:18 2017
D;01;38; 200; 18870; 18870;960;1.201;Tue Feb 28 11:16:28 2017
D;01;38; 200; 18880; 18880;961;1.203;Tue Feb 28 11:16:38 2017
D;01;38; 200; 18890; 18890;960;1.201;Tue Feb 28 11:16:48 2017
D;01;38; 200; 18900; 18900;960;1.201;Tue Feb 28 11:16:58 2017
D;01;38; 200; 18910; 18910;960;1.201;Tue Feb 28 11:17:08 2017
D;01;38; 200; 18920; 18920;960;1.201;Tue Feb 28 11:17:18 2017
D;01;38; 200; 18930; 18930;960;1.201;Tue Feb 28 11:17:28 2017
D;01;38; 200; 18940; 18940;959;1.200;Tue Feb 28 11:17:38 2017
D;01;38; 200; 18950; 18950;960;1.201;Tue Feb 28 11:17:48 2017
D;01;38; 200; 18960; 18960;959;1.200;Tue Feb 28 11:17:58 2017
D;01;38; 200; 18970; 18970;960;1.201;Tue Feb 28 11:18:08 2017
D;01;38; 200; 18980; 18980;959;1.200;Tue Feb 28 11:18:18 2017
D;01;38; 200; 18990; 18990;959;1.200;Tue Feb 28 11:18:28 2017
D;01;38; 200; 19000; 19000;959;1.200;Tue Feb 28 11:18:38 2017
D;01;38; 200; 19010; 19010;959;1.200;Tue Feb 28 11:18:48 2017
D;01;38; 200; 19020; 19020;960;1.201;Tue Feb 28 11:18:58 2017
D;01;38; 200; 19030; 19030;959;1.200;Tue Feb 28 11:19:08 2017
D;01;38; 200; 19040; 19040;959;1.200;Tue Feb 28 11:19:18 2017
D;01;38; 200; 19050; 19050;959;1.200;Tue Feb 28 11:19:28 2017
D;01;38; 200; 19060; 19060;959;1.200;Tue Feb 28 11:19:38 2017
D;01;38; 200; 19070; 19070;958;1.199;Tue Feb 28 11:19:48 2017
D;01;38; 200; 19080; 19080;959;1.200;Tue Feb 28 11:19:58 2017
D;01;38; 200; 19090; 19090;958;1.199;Tue Feb 28 11:20:08 2017
D;01;38; 200; 19100; 19100;958;1.199;Tue Feb 28 11:20:18 2017
D;01;38; 200; 19110; 19110;958;1.199;Tue Feb 28 11:20:28 2017
D;01;38; 200; 19120; 19120;958;1.199;Tue Feb 28 11:20:38 2017
D;01;38; 200; 19130; 19130;958;1.199;Tue Feb 28 11:20:48 2017
D;01;38; 200; 19140; 19140;959;1.200;Tue Feb 28 11:20:58 2017
D;01;38; 200; 19150; 19150;958;1.199;Tue Feb 28 11:21:08 2017
D;01;38; 200; 19160; 19160;958;1.199;Tue Feb 28 11:21:18 2017
D;01;38; 200; 19170; 19170;958;1.199;Tue Feb 28 11:21:28 2017
D;01;38; 200; 19180; 19180;958;1.199;Tue Feb 28 11:21:38 2017
D;01;38; 200; 19190; 19190;958;1.199;Tue Feb 28 11:21:48 2017
D;01;38; 200; 19200; 19200;957;1.198;Tue Feb 28 11:21:58 2017
D;01;38; 200; 19210; 19210;957;1.198;Tue Feb 28 11:22:08 2017
D;01;38; 200; 19220; 19220;958;1.199;Tue Feb 28 11:22:18 2017
D;01;38; 200; 19230; 19230;958;1.199;Tue Feb 28 11:22:28 2017
D;01;38; 200; 19240; 19240;957;1.198;Tue Feb 28 11:22:38 2017
D;01;38; 200; 19250; 19250;958;1.199;Tue Feb 28 11:22:48 2017
D;01;38; 200; 19260; 19260;957;1.198;Tue Feb 28 11:22:58 2017
D;01;38; 200; 19270; 19270;956;1.196;Tue Feb 28 11:23:08 2017
D;01;38; 200; 19280; 19280;957;1.198;Tue Feb 28 11:23:18 2017
D;01;38; 200; 19290; 19290;957;1.198;Tue Feb 28 11:23:28 2017
D;01;38; 200; 19300; 19300;956;1.196;Tue Feb 28 11:23:38 2017
D;01;38; 200; 19310; 19310;957;1.198;Tue Feb 28 11:23:48 2017
D;01;38; 200; 19320; 19320;957;1.198;Tue Feb 28 11:23:58 2017
D;01;38; 200; 19330; 19330;957;1.198;Tue Feb 28 11:24:08 2017
D;01;38; 200; 19340; 19340;957;1.198;Tue Feb 28 11:24:18 2017
D;01;38; 200; 19350; 19350;956;1.196;Tue Feb 28 11:24:28 2017
D;01;38; 200; 19360; 19360;957;1.198;Tue Feb 28 11:24:38 2017
D;01;38; 200; 19380; 19380;957;1.198;Tue Feb 28 11:24:58 2017
D;01;38; 200; 19390; 19390;956;1.196;Tue Feb 28 11:25:08 2017
D;01;38; 200; 19400; 19400;958;1.199;Tue Feb 28 11:25:18 2017
D;01;38; 200; 19410; 19410;956;1.196;Tue Feb 28 11:25:28 2017
D;01;38; 200; 19420; 19420;957;1.198;Tue Feb 28 11:25:38 2017
D;01;38; 200; 19430; 19430;956;1.196;Tue Feb 28 11:25:48 2017
D;01;38; 200; 19440; 19440;957;1.198;Tue Feb 28 11:25:58 2017
D;01;38; 200; 19450; 19450;956;1.196;Tue Feb 28 11:26:08 2017
D;01;38; 200; 19460; 19460;955;1.195;Tue Feb 28 11:26:18 2017
D;01;38; 200; 19470; 19470;956;1.196;Tue Feb 28 11:26:28 2017
D;01;38; 200; 19480; 19480;956;1.196;Tue Feb 28 11:26:38 2017
D;01;38; 200; 19500; 19500;955;1.195;Tue Feb 28 11:26:58 2017
D;01;38; 200; 19510; 19510;956;1.196;Tue Feb 28 11:27:08 2017
D;01;38; 200; 19520; 19520;955;1.195;Tue Feb 28 11:27:18 2017
D;01;38; 200; 19530; 19530;955;1.195;Tue Feb 28 11:27:28 2017
D;01;38; 200; 19540; 19540;956;1.196;Tue Feb 28 11:27:38 2017
D;01;38; 200; 19550; 19550;954;1.194;Tue Feb 28 11:27:48 2017
D;01;38; 200; 19560; 19560;955;1.195;Tue Feb 28 11:27:58 2017
D;01;38; 200; 19570; 19570;956;1.196;Tue Feb 28 11:28:08 2017
D;01;38; 200; 19580; 19580;955;1.195;Tue Feb 28 11:28:18 2017
D;01;38; 200; 19590; 19590;954;1.194;Tue Feb 28 11:28:28 2017
D;01;38; 200; 19600; 19600;955;1.195;Tue Feb 28 11:28:38 2017
D;01;38; 200; 19620; 19620;955;1.195;Tue Feb 28 11:28:58 2017
D;01;38; 200; 19630; 19630;955;1.195;Tue Feb 28 11:29:08 2017
D;01;38; 200; 19640; 19640;954;1.194;Tue Feb 28 11:29:18 2017
D;01;38; 200; 19650; 19650;954;1.194;Tue Feb 28 11:29:28 2017
D;01;38; 200; 19660; 19660;954;1.194;Tue Feb 28 11:29:38 2017
D;01;38; 200; 19670; 19670;954;1.194;Tue Feb 28 11:29:48 2017
D;01;38; 200; 19680; 19680;954;1.194;Tue Feb 28 11:29:58 2017
D;01;38; 200; 19690; 19690;954;1.194;Tue Feb 28 11:30:08 2017
D;01;38; 200; 19700; 19700;954;1.194;Tue Feb 28 11:30:18 2017
D;01;38; 200; 19710; 19710;954;1.194;Tue Feb 28 11:30:28 2017
D;01;38; 200; 19720; 19720;953;1.193;Tue Feb 28 11:30:38 2017
D;01;38; 200; 19740; 19740;954;1.194;Tue Feb 28 11:30:58 2017
D;01;38; 200; 19750; 19750;953;1.193;Tue Feb 28 11:31:08 2017
D;01;38; 200; 19760; 19760;953;1.193;Tue Feb 28 11:31:18 2017
D;01;38; 200; 19770; 19770;953;1.193;Tue Feb 28 11:31:28 2017
D;01;38; 200; 19780; 19780;953;1.193;Tue Feb 28 11:31:38 2017
D;01;38; 200; 19790; 19790;953;1.193;Tue Feb 28 11:31:48 2017
D;01;38; 200; 19800; 19800;952;1.191;Tue Feb 28 11:31:58 2017
D;01;38; 200; 19810; 19810;952;1.191;Tue Feb 28 11:32:08 2017
D;01;38; 200; 19820; 19820;951;1.190;Tue Feb 28 11:32:18 2017
D;01;38; 200; 19830; 19830;952;1.191;Tue Feb 28 11:32:28 2017
D;01;38; 200; 19840; 19840;951;1.190;Tue Feb 28 11:32:38 2017
D;01;38; 200; 19860; 19860;951;1.190;Tue Feb 28 11:32:58 2017
D;01;38; 200; 19870; 19870;950;1.189;Tue Feb 28 11:33:08 2017
D;01;38; 200; 19880; 19880;951;1.190;Tue Feb 28 11:33:18 2017
D;01;38; 200; 19890; 19890;952;1.191;Tue Feb 28 11:33:28 2017
D;01;38; 200; 19900; 19900;950;1.189;Tue Feb 28 11:33:38 2017
D;01;38; 200; 19910; 19910;949;1.188;Tue Feb 28 11:33:48 2017
D;01;38; 200; 19920; 19920;951;1.190;Tue Feb 28 11:33:58 2017
D;01;38; 200; 19930; 19930;950;1.189;Tue Feb 28 11:34:08 2017
D;01;38; 200; 19940; 19940;949;1.188;Tue Feb 28 11:34:18 2017
D;01;38; 200; 19950; 19950;950;1.189;Tue Feb 28 11:34:28 2017
D;01;38; 200; 19960; 19960;949;1.188;Tue Feb 28 11:34:38 2017
D;01;38; 200; 19970; 19970;949;1.188;Tue Feb 28 11:34:48 2017
D;01;38; 200; 19980; 19980;950;1.189;Tue Feb 28 11:34:58 2017
D;01;38; 200; 19990; 19990;949;1.188;Tue Feb 28 11:35:08 2017
D;01;38; 200; 20000; 20000;948;1.186;Tue Feb 28 11:35:18 2017
D;01;38; 200; 20010; 20010;949;1.188;Tue Feb 28 11:35:28 2017
D;01;38; 200; 20020; 20020;949;1.188;Tue Feb 28 11:35:38 2017
D;01;38; 200; 20030; 20030;949;1.188;Tue Feb 28 11:35:48 2017
D;01;38; 200; 20040; 20040;948;1.186;Tue Feb 28 11:35:58 2017
D;01;38; 200; 20050; 20050;949;1.188;Tue Feb 28 11:36:08 2017
D;01;38; 200; 20060; 20060;949;1.188;Tue Feb 28 11:36:18 2017
D;01;38; 200; 20070; 20070;948;1.186;Tue Feb 28 11:36:28 2017
D;01;38; 200; 20080; 20080;948;1.186;Tue Feb 28 11:36:38 2017
D;01;38; 200; 20090; 20090;948;1.186;Tue Feb 28 11:36:48 2017
D;01;38; 200; 20100; 20100;949;1.188;Tue Feb 28 11:36:58 2017
D;01;38; 200; 20110; 20110;948;1.186;Tue Feb 28 11:37:08 2017
D;01;38; 200; 20120; 20120;948;1.186;Tue Feb 28 11:37:18 2017
D;01;38; 200; 20130; 20130;948;1.186;Tue Feb 28 11:37:28 2017
D;01;38; 200; 20140; 20140;947;1.185;Tue Feb 28 11:37:38 2017
D;01;38; 200; 20150; 20150;947;1.185;Tue Feb 28 11:37:48 2017
D;01;38; 200; 20160; 20160;947;1.185;Tue Feb 28 11:37:58 2017
D;01;38; 200; 20170; 20170;947;1.185;Tue Feb 28 11:38:08 2017
D;01;38; 200; 20180; 20180;948;1.186;Tue Feb 28 11:38:18 2017
D;01;38; 200; 20190; 20190;947;1.185;Tue Feb 28 11:38:28 2017
D;01;38; 200; 20200; 20200;947;1.185;Tue Feb 28 11:38:38 2017
D;01;38; 200; 20210; 20210;946;1.184;Tue Feb 28 11:38:48 2017
D;01;38; 200; 20220; 20220;946;1.184;Tue Feb 28 11:38:58 2017
D;01;38; 200; 20230; 20230;946;1.184;Tue Feb 28 11:39:08 2017
D;01;38; 200; 20240; 20240;946;1.184;Tue Feb 28 11:39:18 2017
D;01;38; 200; 20250; 20250;946;1.184;Tue Feb 28 11:39:28 2017
D;01;38; 200; 20260; 20260;945;1.183;Tue Feb 28 11:39:38 2017
D;01;38; 200; 20270; 20270;945;1.183;Tue Feb 28 11:39:48 2017
D;01;38; 200; 20280; 20280;946;1.184;Tue Feb 28 11:39:58 2017
D;01;38; 200; 20290; 20290;945;1.183;Tue Feb 28 11:40:08 2017
D;01;38; 200; 20300; 20300;944;1.181;Tue Feb 28 11:40:18 2017
D;01;38; 200; 20310; 20310;945;1.183;Tue Feb 28 11:40:28 2017
D;01;38; 200; 20320; 20320;944;1.181;Tue Feb 28 11:40:38 2017
D;01;38; 200; 20330; 20330;945;1.183;Tue Feb 28 11:40:48 2017
D;01;38; 200; 20340; 20340;944;1.181;Tue Feb 28 11:40:58 2017
D;01;38; 200; 20350; 20350;946;1.184;Tue Feb 28 11:41:08 2017
D;01;38; 200; 20360; 20360;944;1.181;Tue Feb 28 11:41:18 2017
D;01;38; 200; 20370; 20370;943;1.180;Tue Feb 28 11:41:28 2017
D;01;38; 200; 20380; 20380;943;1.180;Tue Feb 28 11:41:38 2017
D;01;38; 200; 20390; 20390;944;1.181;Tue Feb 28 11:41:48 2017
D;01;38; 200; 20400; 20400;943;1.180;Tue Feb 28 11:41:58 2017
D;01;38; 200; 20410; 20410;943;1.180;Tue Feb 28 11:42:08 2017
D;01;38; 200; 20420; 20420;943;1.180;Tue Feb 28 11:42:18 2017
D;01;38; 200; 20430; 20430;943;1.180;Tue Feb 28 11:42:28 2017
D;01;38; 200; 20440; 20440;942;1.179;Tue Feb 28 11:42:38 2017
D;01;38; 200; 20450; 20450;943;1.180;Tue Feb 28 11:42:48 2017
D;01;38; 200; 20460; 20460;943;1.180;Tue Feb 28 11:42:58 2017
D;01;38; 200; 20470; 20470;942;1.179;Tue Feb 28 11:43:08 2017
D;01;38; 200; 20480; 20480;941;1.178;Tue Feb 28 11:43:18 2017
D;01;38; 200; 20490; 20490;942;1.179;Tue Feb 28 11:43:28 2017
D;01;38; 200; 20500; 20500;942;1.179;Tue Feb 28 11:43:38 2017
D;01;38; 200; 20510; 20510;940;1.176;Tue Feb 28 11:43:48 2017
D;01;38; 200; 20520; 20520;941;1.178;Tue Feb 28 11:43:58 2017
D;01;38; 200; 20530; 20530;941;1.178;Tue Feb 28 11:44:08 2017
D;01;38; 200; 20540; 20540;940;1.176;Tue Feb 28 11:44:18 2017
D;01;38; 200; 20550; 20550;941;1.178;Tue Feb 28 11:44:28 2017
D;01;38; 200; 20560; 20560;940;1.176;Tue Feb 28 11:44:38 2017
D;01;38; 200; 20570; 20570;940;1.176;Tue Feb 28 11:44:48 2017
D;01;38; 200; 20580; 20580;940;1.176;Tue Feb 28 11:44:58 2017
D;01;38; 200; 20590; 20590;939;1.175;Tue Feb 28 11:45:08 2017
D;01;38; 200; 20600; 20600;939;1.175;Tue Feb 28 11:45:18 2017
D;01;38; 200; 20610; 20610;940;1.176;Tue Feb 28 11:45:28 2017
D;01;38; 200; 20620; 20620;938;1.174;Tue Feb 28 11:45:38 2017
D;01;38; 200; 20630; 20630;939;1.175;Tue Feb 28 11:45:48 2017
D;01;38; 200; 20650; 20650;937;1.173;Tue Feb 28 11:46:08 2017
D;01;38; 200; 20660; 20660;940;1.176;Tue Feb 28 11:46:18 2017
D;01;38; 200; 20670; 20670;938;1.174;Tue Feb 28 11:46:28 2017
D;01;38; 200; 20680; 20680;938;1.174;Tue Feb 28 11:46:38 2017
D;01;38; 200; 20690; 20690;939;1.175;Tue Feb 28 11:46:48 2017
D;01;38; 200; 20700; 20700;938;1.174;Tue Feb 28 11:46:58 2017
D;01;38; 200; 20710; 20710;938;1.174;Tue Feb 28 11:47:08 2017
D;01;38; 200; 20720; 20720;938;1.174;Tue Feb 28 11:47:18 2017
D;01;38; 200; 20730; 20730;937;1.173;Tue Feb 28 11:47:28 2017
D;01;38; 200; 20740; 20740;937;1.173;Tue Feb 28 11:47:38 2017
D;01;38; 200; 20750; 20750;938;1.174;Tue Feb 28 11:47:48 2017
D;01;38; 200; 20770; 20770;938;1.174;Tue Feb 28 11:48:08 2017
D;01;38; 200; 20780; 20780;937;1.173;Tue Feb 28 11:48:18 2017
D;01;38; 200; 20790; 20790;936;1.171;Tue Feb 28 11:48:28 2017
D;01;38; 200; 20800; 20800;936;1.171;Tue Feb 28 11:48:38 2017
D;01;38; 200; 20810; 20810;936;1.171;Tue Feb 28 11:48:48 2017
D;01;38; 200; 20820; 20820;936;1.171;Tue Feb 28 11:48:58 2017
D;01;38; 200; 20830; 20830;936;1.171;Tue Feb 28 11:49:08 2017
D;01;38; 200; 20840; 20840;935;1.170;Tue Feb 28 11:49:18 2017
D;01;38; 200; 20850; 20850;937;1.173;Tue Feb 28 11:49:28 2017
D;01;38; 200; 20860; 20860;935;1.170;Tue Feb 28 11:49:38 2017
D;01;38; 200; 20870; 20870;934;1.169;Tue Feb 28 11:49:48 2017
D;01;38; 200; 20890; 20890;934;1.169;Tue Feb 28 11:50:08 2017
D;01;38; 200; 20900; 20900;935;1.170;Tue Feb 28 11:50:18 2017
D;01;38; 200; 20910; 20910;934;1.169;Tue Feb 28 11:50:28 2017
D;01;38; 200; 20920; 20920;934;1.169;Tue Feb 28 11:50:38 2017
D;01;38; 200; 20930; 20930;933;1.168;Tue Feb 28 11:50:48 2017
D;01;38; 200; 20940; 20940;933;1.168;Tue Feb 28 11:50:58 2017
D;01;38; 200; 20950; 20950;932;1.166;Tue Feb 28 11:51:08 2017
D;01;38; 200; 20960; 20960;932;1.166;Tue Feb 28 11:51:18 2017
