N°;Secondes;Brut;Volts;Date
C;01;03; 300;  3110;  3110;1348;1.684;Fri Feb 24 22:31:07 2017
C;01;03; 300;  3120;  3120;1346;1.682;Fri Feb 24 22:31:17 2017
C;01;03; 300;  3130;  3130;1347;1.683;Fri Feb 24 22:31:27 2017
C;01;03; 300;  3140;  3140;1349;1.686;Fri Feb 24 22:31:37 2017
C;01;03; 300;  3150;  3150;1346;1.682;Fri Feb 24 22:31:47 2017
C;01;03; 300;  3160;  3160;1349;1.686;Fri Feb 24 22:31:57 2017
C;01;03; 300;  3170;  3170;1346;1.682;Fri Feb 24 22:32:07 2017
C;01;03; 300;  3180;  3180;1348;1.684;Fri Feb 24 22:32:17 2017
C;01;03; 300;  3190;  3190;1348;1.684;Fri Feb 24 22:32:27 2017
C;01;03; 300;  3200;  3200;1346;1.682;Fri Feb 24 22:32:37 2017
C;01;03; 300;  3210;  3210;1347;1.683;Fri Feb 24 22:32:47 2017
C;01;03; 300;  3220;  3220;1349;1.686;Fri Feb 24 22:32:57 2017
C;01;03; 300;  3230;  3230;1349;1.686;Fri Feb 24 22:33:07 2017
C;01;03; 300;  3240;  3240;1348;1.684;Fri Feb 24 22:33:17 2017
C;01;03; 300;  3250;  3250;1347;1.683;Fri Feb 24 22:33:27 2017
C;01;03; 300;  3260;  3260;1349;1.686;Fri Feb 24 22:33:37 2017
C;01;03; 300;  3270;  3270;1345;1.681;Fri Feb 24 22:33:47 2017
C;01;03; 300;  3280;  3280;1347;1.683;Fri Feb 24 22:33:57 2017
C;01;03; 300;  3290;  3290;1347;1.683;Fri Feb 24 22:34:07 2017
C;01;03; 300;  3300;  3300;1348;1.684;Fri Feb 24 22:34:17 2017
C;01;03; 300;  3310;  3310;1347;1.683;Fri Feb 24 22:34:27 2017
C;01;03; 300;  3320;  3320;1351;1.688;Fri Feb 24 22:34:37 2017
C;01;03; 300;  3330;  3330;1349;1.686;Fri Feb 24 22:34:47 2017
C;01;03; 300;  3340;  3340;1348;1.684;Fri Feb 24 22:34:57 2017
C;01;03; 300;  3350;  3350;1345;1.681;Fri Feb 24 22:35:07 2017
C;01;03; 300;  3360;  3360;1349;1.686;Fri Feb 24 22:35:17 2017
C;01;03; 300;  3370;  3370;1350;1.687;Fri Feb 24 22:35:27 2017
C;01;03; 300;  3380;  3380;1348;1.684;Fri Feb 24 22:35:37 2017
C;01;03; 300;  3390;  3390;1347;1.683;Fri Feb 24 22:35:47 2017
C;01;03; 300;  3400;  3400;1349;1.686;Fri Feb 24 22:35:57 2017
C;01;03; 300;  3410;  3410;1349;1.686;Fri Feb 24 22:36:07 2017
C;01;03; 300;  3420;  3420;1350;1.687;Fri Feb 24 22:36:17 2017
C;01;03; 300;  3430;  3430;1349;1.686;Fri Feb 24 22:36:27 2017
C;01;03; 300;  3440;  3440;1348;1.684;Fri Feb 24 22:36:37 2017
C;01;03; 300;  3460;  3460;1349;1.686;Fri Feb 24 22:36:57 2017
C;01;03; 300;  3470;  3470;1348;1.684;Fri Feb 24 22:37:07 2017
